_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
322,1991,Newfoundland and Labrador, Unclassified,10,-,10,100
323,1991,Prince Edward Island,"Total, all occupations - All skills level",64.1,53.4,10.6,16.5
324,1991,Prince Edward Island, Management,7.1,6.8,0.3,4.2
325,1991,Prince Edward Island,Professional: occupations usually require university education,6.3,5.9,0.4,6.3
326,1991,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,19.9,17.3,2.6,13.1
327,1991,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,19.5,15.6,3.8,19.5
328,1991,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.5,7.8,2.6,24.8
329,1991,Prince Edward Island, Unclassified,0.9,-,0.9,100
330,1991,Nova Scotia,"Total, all occupations - All skills level",433,380.6,52.3,12.1
331,1991,Nova Scotia, Management,35.9,34.3,1.6,4.5
332,1991,Nova Scotia,Professional: occupations usually require university education,58.9,56.6,2.3,3.9
333,1991,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,136.9,123.4,13.5,9.9
334,1991,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,131.6,116.9,14.7,11.2
335,1991,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,59.3,49.5,9.8,16.5
336,1991,Nova Scotia, Unclassified,10.4,-,10.4,100
337,1991,New Brunswick,"Total, all occupations - All skills level",338.2,295.2,43,12.7
338,1991,New Brunswick, Management,29.2,28.1,1.1,3.8
339,1991,New Brunswick,Professional: occupations usually require university education,41.4,40.2,1.2,2.9
340,1991,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,108.1,97.5,10.6,9.8
341,1991,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,99.7,87.8,12,12
342,1991,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,50.7,41.6,9.1,17.9
343,1991,New Brunswick, Unclassified,9,-,9,100
344,1991,Quebec,"Total, all occupations - All skills level",3510.9,3084.4,426.5,12.1
345,1991,Quebec, Management,350.7,333.6,17.2,4.9
346,1991,Quebec,Professional: occupations usually require university education,481.9,463.6,18.3,3.8
347,1991,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1101.2,1000.3,100.8,9.2
348,1991,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1042,924.1,118,11.3
349,1991,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,431.7,362.8,68.9,16
350,1991,Quebec, Unclassified,103.4,-,103.4,100
351,1991,Ontario,"Total, all occupations - All skills level",5546.6,5017.1,529.5,9.5
352,1991,Ontario, Management,605.2,585.8,19.4,3.2
353,1991,Ontario,Professional: occupations usually require university education,786.4,762.5,23.9,3
354,1991,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1713.7,1589,124.7,7.3
355,1991,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1662.3,1505.3,156.9,9.4
356,1991,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,662.1,574.4,87.6,13.2
357,1991,Ontario, Unclassified,117,-,117,100
358,1991,Manitoba,"Total, all occupations - All skills level",554.5,506.8,47.7,8.6
359,1991,Manitoba, Management,73,71.4,1.6,2.2
360,1991,Manitoba,Professional: occupations usually require university education,67.3,65.2,2.2,3.3
361,1991,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,169.4,158.5,10.9,6.4
362,1991,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,168.1,153.3,14.8,8.8
363,1991,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,65.7,58.4,7.2,11
364,1991,Manitoba, Unclassified,11,-,11,100
365,1991,Saskatchewan,"Total, all occupations - All skills level",489.3,453.3,36,7.4
366,1991,Saskatchewan, Management,98.7,97.5,1.2,1.2
367,1991,Saskatchewan,Professional: occupations usually require university education,54.6,53,1.5,2.7
368,1991,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,131.2,122.8,8.5,6.5
369,1991,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,139.9,128.9,11,7.9
370,1991,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,57,51.1,5.9,10.4
371,1991,Saskatchewan, Unclassified,7.9,-,7.9,100
372,1991,Alberta,"Total, all occupations - All skills level",1399.3,1284.4,114.9,8.2
373,1991,Alberta, Management,182.2,177.2,5,2.7
374,1991,Alberta,Professional: occupations usually require university education,194.5,188.7,5.9,3
375,1991,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,459,427.4,31.6,6.9
376,1991,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,381.8,351.2,30.6,8
377,1991,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,159.6,139.9,19.7,12.3
378,1991,Alberta, Unclassified,22.2,-,22.2,100
379,1991,British Columbia,"Total, all occupations - All skills level",1750.8,1577.5,173.3,9.9
380,1991,British Columbia, Management,173,165,8,4.6
381,1991,British Columbia,Professional: occupations usually require university education,220.8,212.4,8.5,3.8
382,1991,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,587.8,543.2,44.5,7.6
383,1991,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,527.7,478.5,49.2,9.3
384,1991,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,209.4,178.4,31,14.8
385,1991,British Columbia, Unclassified,32.1,-,32.1,100
386,1992,Canada,"Total, all occupations - All skills level",14336.1,12730.9,1605.2,11.2
387,1992,Canada, Management,1558.7,1498.9,59.8,3.8
388,1992,Canada,Professional: occupations usually require university education,1958.8,1885.8,73,3.7
389,1992,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4465.5,4095.6,369.9,8.3
390,1992,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4195.7,3785.2,410.5,9.8
391,1992,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1712.7,1465.4,247.3,14.4
392,1992,Canada, Unclassified,444.8,-,444.8,100
393,1992,Newfoundland and Labrador,"Total, all occupations - All skills level",243.6,194.9,48.7,20
394,1992,Newfoundland and Labrador, Management,17.6,16.7,0.9,5.1
395,1992,Newfoundland and Labrador,Professional: occupations usually require university education,31.4,29.8,1.6,5.1
396,1992,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,76.4,65.6,10.8,14.1
397,1992,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,67.2,53.9,13.3,19.8
398,1992,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,38.9,28.9,10.1,26
399,1992,Newfoundland and Labrador, Unclassified,12.1,-,12.1,100
400,1992,Prince Edward Island,"Total, all occupations - All skills level",65.3,53.7,11.5,17.6
401,1992,Prince Edward Island, Management,6.8,6.5,0.3,4.4
402,1992,Prince Edward Island,Professional: occupations usually require university education,6.9,6.6,0.3,4.3
403,1992,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,19.4,16.5,2.8,14.4
404,1992,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,20.8,16.4,4.4,21.2
405,1992,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.3,7.7,2.6,25.2
406,1992,Prince Edward Island, Unclassified,1.1,-,1.1,100
407,1992,Nova Scotia,"Total, all occupations - All skills level",424.6,368.9,55.7,13.1
408,1992,Nova Scotia, Management,38,35.9,2.1,5.5
409,1992,Nova Scotia,Professional: occupations usually require university education,56.4,54.2,2.2,3.9
410,1992,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,132.1,119.2,13,9.8
411,1992,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,127.2,111.6,15.7,12.3
412,1992,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,57.7,48,9.7,16.8
413,1992,Nova Scotia, Unclassified,13.1,-,13.1,100
414,1992,New Brunswick,"Total, all occupations - All skills level",341.3,296.9,44.4,13
415,1992,New Brunswick, Management,28.5,27,1.4,4.9
416,1992,New Brunswick,Professional: occupations usually require university education,42.6,41.2,1.3,3.1
417,1992,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,107.7,97.3,10.5,9.7
418,1992,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,100.2,87.7,12.5,12.5
419,1992,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,52.3,43.6,8.7,16.6
420,1992,New Brunswick, Unclassified,10,-,10,100
421,1992,Quebec,"Total, all occupations - All skills level",3481,3038.6,442.5,12.7
422,1992,Quebec, Management,351.7,336.7,15,4.3
423,1992,Quebec,Professional: occupations usually require university education,491.6,468.9,22.7,4.6
424,1992,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1098.3,997.8,100.6,9.2
425,1992,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1003.1,894.8,108.4,10.8
426,1992,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,399.3,340.4,58.9,14.8
427,1992,Quebec, Unclassified,136.9,-,136.9,100
428,1992,Ontario,"Total, all occupations - All skills level",5528.9,4932.9,596,10.8
429,1992,Ontario, Management,582.5,559.4,23.1,4
430,1992,Ontario,Professional: occupations usually require university education,789.8,763.2,26.6,3.4
431,1992,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1695,1565.8,129.2,7.6
432,1992,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1632.6,1482.3,150.3,9.2
433,1992,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,649.9,562.2,87.7,13.5
434,1992,Ontario, Unclassified,179.1,-,179.1,100
435,1992,Manitoba,"Total, all occupations - All skills level",551,499.9,51.1,9.3
436,1992,Manitoba, Management,71.9,69.9,2,2.8
437,1992,Manitoba,Professional: occupations usually require university education,66.8,64.5,2.3,3.4
438,1992,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,162.7,152.4,10.3,6.3
439,1992,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,167.1,154.4,12.7,7.6
440,1992,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,67.9,58.7,9.2,13.5
441,1992,Manitoba, Unclassified,14.6,-,14.6,100
442,1992,Saskatchewan,"Total, all occupations - All skills level",486.8,448,38.8,8
443,1992,Saskatchewan, Management,96.1,94.7,1.4,1.5
444,1992,Saskatchewan,Professional: occupations usually require university education,56.1,54.2,1.8,3.2
445,1992,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,131.6,123,8.6,6.5
446,1992,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,133.9,123.3,10.6,7.9
447,1992,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,59.3,52.8,6.5,11
448,1992,Saskatchewan, Unclassified,9.8,-,9.8,100
449,1992,Alberta,"Total, all occupations - All skills level",1413.9,1280,133.9,9.5
450,1992,Alberta, Management,187.2,181.9,5.3,2.8
451,1992,Alberta,Professional: occupations usually require university education,191.4,185,6.4,3.3
452,1992,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,460.7,423,37.7,8.2
453,1992,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,380.2,348.2,32.1,8.4
454,1992,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,163.9,142,22,13.4
455,1992,Alberta, Unclassified,30.5,-,30.5,100
